,动词,名词,形容词,成语,四字词语
借助,4.0,0.0,0.0,0.0,0.0
看展,2.0,0.0,0.0,0.0,0.0
名为,2.0,0.0,0.0,0.0,0.0
招募,2.0,0.0,0.0,0.0,0.0
不加,2.0,0.0,0.0,0.0,0.0
相得益彰,2.0,0.0,0.0,2.0,0.0
想要,2.0,0.0,0.0,0.0,0.0
交往,4.0,0.0,0.0,0.0,0.0
受新,2.0,0.0,0.0,0.0,0.0
推迟,2.0,0.0,0.0,0.0,0.0
预展,2.0,0.0,0.0,0.0,0.0
正常化,2.0,0.0,0.0,0.0,0.0
揭示,2.0,0.0,0.0,0.0,0.0
去逛,4.0,0.0,0.0,0.0,0.0
举措,12.0,0.0,0.0,0.0,0.0
复工,6.0,0.0,0.0,0.0,0.0
战疫,16.0,0.0,0.0,0.0,0.0
回应,6.0,0.0,0.0,0.0,0.0
协调,6.0,0.0,0.0,0.0,0.0
临展,6.0,0.0,0.0,0.0,0.0
展期,12.0,0.0,0.0,0.0,0.0
延展,20.0,0.0,0.0,0.0,0.0
检测,6.0,0.0,0.0,0.0,0.0
限制,6.0,0.0,0.0,0.0,0.0
祭扫,4.0,0.0,0.0,0.0,0.0
韬奋,4.0,0.0,0.0,0.0,0.0
印刷,4.0,0.0,0.0,0.0,0.0
为准,8.0,0.0,0.0,0.0,0.0
延期,14.0,0.0,0.0,0.0,0.0
大展,4.0,0.0,0.0,0.0,0.0
复苏,2.0,0.0,0.0,0.0,0.0
取票,2.0,0.0,0.0,0.0,0.0
重启,2.0,0.0,0.0,0.0,0.0
直击,2.0,0.0,0.0,0.0,0.0
运行,2.0,0.0,0.0,0.0,0.0
测量,2.0,0.0,0.0,0.0,0.0
达标,2.0,0.0,0.0,0.0,0.0
可谓,2.0,0.0,0.0,0.0,0.0
标配,2.0,0.0,0.0,0.0,0.0
逆行,2.0,0.0,0.0,0.0,0.0
看望,2.0,0.0,0.0,0.0,0.0
重托,2.0,0.0,0.0,0.0,0.0
表彰,2.0,0.0,0.0,0.0,0.0
熨斗,2.0,0.0,0.0,0.0,0.0
划分,2.0,0.0,0.0,0.0,0.0
敲响,2.0,0.0,0.0,0.0,0.0
联防,2.0,0.0,0.0,0.0,0.0
取消,2.0,0.0,0.0,0.0,0.0
逛去,2.0,0.0,0.0,0.0,0.0
甘露,2.0,0.0,0.0,0.0,0.0
做作,2.0,0.0,0.0,0.0,0.0
趴在,2.0,0.0,0.0,0.0,0.0
开心,2.0,0.0,0.0,0.0,0.0
瞥一眼,2.0,0.0,0.0,0.0,0.0
代表,0.0,170.0,0.0,0.0,0.0
全国,0.0,86.0,0.0,0.0,0.0
党员,0.0,135.0,0.0,0.0,0.0
基本上,0.0,1.0,0.0,0.0,0.0
知识分子,0.0,3.0,0.0,0.0,0.0
毕业生,0.0,3.0,0.0,0.0,0.0
大学,0.0,28.0,0.0,0.0,0.0
中学毕业,0.0,1.0,0.0,0.0,0.0
籍贯,0.0,1.0,0.0,0.0,0.0
湖南,0.0,9.0,0.0,0.0,0.0
湖北,0.0,4.0,0.0,0.0,0.0
人数,0.0,3.0,0.0,0.0,0.0
地域,0.0,1.0,0.0,0.0,0.0
特征,0.0,3.0,0.0,0.0,0.0
折射出,0.0,1.0,0.0,0.0,0.0
太平天国运动,0.0,1.0,0.0,0.0,0.0
辛亥革命,0.0,3.0,0.0,0.0,1.0
影响力,0.0,4.0,0.0,0.0,0.0
大都,0.0,2.0,0.0,0.0,0.0
故乡,0.0,2.0,0.0,0.0,0.0
北京,0.0,27.0,0.0,0.0,0.0
上海,0.0,1160.0,0.0,0.0,0.0
马克思主义,0.0,14.0,0.0,0.0,0.0
历史,0.0,250.0,0.0,0.0,0.0
队伍,0.0,10.0,0.0,0.0,0.0
毛泽东,0.0,44.0,0.0,0.0,0.0
视频,0.0,261.0,0.0,0.0,0.0
李达,0.0,13.0,0.0,0.0,0.0
零陵,0.0,1.0,0.0,0.0,0.0
党组织,0.0,6.0,0.0,0.0,0.0
重新加入,0.0,1.0,0.0,0.0,0.0
中国共产党,0.0,352.0,0.0,0.0,0.0
中国,0.0,374.0,0.0,0.0,0.0
湖南大学,0.0,1.0,0.0,0.0,0.0
校长,0.0,22.0,0.0,0.0,0.0
武汉大学,0.0,2.0,0.0,0.0,0.0
中国科学院,0.0,1.0,0.0,0.0,0.0
哲学,0.0,2.0,0.0,0.0,0.0
社会科学,0.0,1.0,0.0,0.0,0.0
委员,0.0,11.0,0.0,0.0,0.0
学会,0.0,3.0,0.0,0.0,0.0
会长,0.0,1.0,0.0,0.0,0.0
文革,0.0,1.0,0.0,0.0,0.0
武汉,0.0,11.0,0.0,0.0,0.0
嘉兴,0.0,128.0,0.0,0.0,0.0
高铁,0.0,7.0,0.0,0.0,0.0
越秀,0.0,1.0,0.0,0.0,0.0
美食城,0.0,1.0,0.0,0.0,0.0
物价,0.0,1.0,0.0,0.0,0.0
酒店,0.0,16.0,0.0,0.0,0.0
君禧,0.0,1.0,0.0,0.0,0.0
感觉,0.0,21.0,0.0,0.0,0.0
街道,0.0,13.0,0.0,0.0,0.0
太冷,0.0,2.0,0.0,0.0,0.0
湖心岛,0.0,11.0,0.0,0.0,0.0
湖面,0.0,2.0,0.0,0.0,0.0
波光,0.0,1.0,0.0,0.0,0.0
船票,0.0,1.0,0.0,0.0,0.0
公园,0.0,31.0,0.0,0.0,0.0
主堂,0.0,1.0,0.0,0.0,0.0
子城,0.0,1.0,0.0,0.0,0.0
遗址,0.0,29.0,0.0,0.0,0.0
杨宇,0.0,12.0,0.0,0.0,0.0
二十大,0.0,76.0,0.0,0.0,0.0
纪念馆,0.0,898.0,0.0,0.0,0.0
教育部,0.0,6.0,0.0,0.0,0.0
方式,0.0,18.0,0.0,0.0,0.0
建党,0.0,233.0,0.0,0.0,0.0
故事,0.0,94.0,0.0,0.0,0.0
报纸,0.0,5.0,0.0,0.0,0.0
观众,0.0,56.0,0.0,0.0,0.0
年龄段,0.0,1.0,0.0,0.0,0.0
参与度,0.0,1.0,0.0,0.0,0.0
党史,0.0,129.0,0.0,0.0,0.0
习近平,0.0,34.0,0.0,0.0,0.0
总书记,0.0,12.0,0.0,0.0,0.0
讲话,0.0,2.0,0.0,0.0,0.0
纪实,0.0,5.0,0.0,0.0,0.0
人文,0.0,14.0,0.0,0.0,0.0
频道,0.0,11.0,0.0,0.0,0.0
信念,0.0,15.0,0.0,0.0,0.0
跟党走,0.0,8.0,0.0,0.0,0.0
美术,0.0,6.0,0.0,0.0,0.0
经典,0.0,17.0,0.0,0.0,0.0
油画,0.0,4.0,0.0,0.0,0.0
会议,0.0,79.0,0.0,0.0,0.0
石台,0.0,1.0,0.0,0.0,0.0
望江,0.0,1.0,0.0,0.0,0.0
公安,0.0,11.0,0.0,0.0,0.0
华阳,0.0,1.0,0.0,0.0,0.0
派出所,0.0,19.0,0.0,0.0,0.0
西吉县,0.0,1.0,0.0,0.0,0.0
马鞍山,0.0,1.0,0.0,0.0,0.0
歙县,0.0,1.0,0.0,0.0,0.0
书屋,0.0,1.0,0.0,0.0,0.0
喝咖啡,0.0,1.0,0.0,0.0,0.0
漫画,0.0,5.0,0.0,0.0,0.0
半本,0.0,1.0,0.0,0.0,0.0
苏东坡,0.0,1.0,0.0,0.0,0.0
仓库,0.0,31.0,0.0,0.0,0.0
抗战,0.0,15.0,0.0,0.0,0.0
玩意,0.0,5.0,0.0,0.0,0.0
人类,0.0,2.0,0.0,0.0,0.0
美国,0.0,5.0,0.0,0.0,0.0
阵子,0.0,1.0,0.0,0.0,0.0
杰克逊,0.0,1.0,0.0,0.0,0.0
克尔,0.0,1.0,0.0,0.0,0.0
游玩,0.0,5.0,0.0,0.0,0.0
大哥,0.0,3.0,0.0,0.0,0.0
参观,0.0,263.0,0.0,0.0,0.0
结果,0.0,8.0,0.0,0.0,0.0
五毛,0.0,1.0,0.0,0.0,0.0
全世界,0.0,1.0,0.0,0.0,0.0
民众,0.0,5.0,0.0,0.0,0.0
版画,0.0,5.0,0.0,0.0,0.0
艺术,0.0,28.0,0.0,0.0,0.0
兴业,0.0,52.0,0.0,0.0,0.0
讲堂,0.0,5.0,0.0,0.0,0.0
主题,0.0,175.0,0.0,0.0,0.0
时间,0.0,68.0,0.0,0.0,0.0
地点,0.0,18.0,0.0,0.0,0.0
报告厅,0.0,9.0,0.0,0.0,0.0
湖滨路,0.0,2.0,0.0,0.0,0.0
黄陂,0.0,17.0,0.0,0.0,0.0
南路,0.0,22.0,0.0,0.0,0.0
交叉口,0.0,3.0,0.0,0.0,0.0
感兴趣,0.0,1.0,0.0,0.0,0.0
二维码,0.0,2.0,0.0,0.0,0.0
名额,0.0,1.0,0.0,0.0,0.0
机构,0.0,2.0,0.0,0.0,0.0
情绪,0.0,5.0,0.0,0.0,0.0
板块,0.0,2.0,0.0,0.0,0.0
凤凰,0.0,4.0,0.0,0.0,0.0
物贸,0.0,1.0,0.0,0.0,0.0
浦东,0.0,24.0,0.0,0.0,0.0
金桥,0.0,1.0,0.0,0.0,0.0
实业,0.0,2.0,0.0,0.0,0.0
中共中央办公厅,0.0,1.0,0.0,0.0,0.0
国务院办公厅,0.0,1.0,0.0,0.0,0.0
印发,0.0,1.0,0.0,0.0,0.0
浦东新区,0.0,10.0,0.0,0.0,0.0
试点,0.0,5.0,0.0,0.0,0.0
实施方案,0.0,1.0,0.0,0.0,0.0
重点,0.0,20.0,0.0,0.0,0.0
领域,0.0,8.0,0.0,0.0,0.0
关键环节,0.0,1.0,0.0,0.0,0.0
自主权,0.0,1.0,0.0,0.0,0.0
华鑫,0.0,1.0,0.0,0.0,0.0
证券,0.0,5.0,0.0,0.0,0.0
顾问,0.0,1.0,0.0,0.0,0.0
施宋捷,0.0,1.0,0.0,0.0,0.0
主线,0.0,3.0,0.0,0.0,0.0
题材,0.0,7.0,0.0,0.0,0.0
市场,0.0,4.0,0.0,0.0,0.0
短期内,0.0,1.0,0.0,0.0,0.0
个股,0.0,1.0,0.0,0.0,0.0
约会,0.0,7.0,0.0,0.0,0.0
博物馆,0.0,325.0,0.0,0.0,0.0
鲁迅,0.0,32.0,0.0,0.0,0.0
世界,0.0,47.0,0.0,0.0,0.0
专题,0.0,68.0,0.0,0.0,0.0
展厅,0.0,23.0,0.0,0.0,0.0
文物,0.0,111.0,0.0,0.0,0.0
部分,0.0,40.0,0.0,0.0,0.0
民间,0.0,3.0,0.0,0.0,0.0
剪纸,0.0,2.0,0.0,0.0,0.0
手绘,0.0,1.0,0.0,0.0,0.0
图画,0.0,1.0,0.0,0.0,0.0
书刊,0.0,3.0,0.0,0.0,0.0
封面,0.0,1.0,0.0,0.0,0.0
金石,0.0,5.0,0.0,0.0,0.0
拓片,0.0,1.0,0.0,0.0,0.0
画像,0.0,1.0,0.0,0.0,0.0
瓦拓,0.0,1.0,0.0,0.0,0.0
碑拓,0.0,1.0,0.0,0.0,0.0
珍品,0.0,1.0,0.0,0.0,0.0
木刻,0.0,6.0,0.0,0.0,0.0
过程,0.0,24.0,0.0,0.0,0.0
书法,0.0,1.0,0.0,0.0,0.0
书法作品,0.0,1.0,0.0,0.0,0.0
陈设,0.0,5.0,0.0,0.0,0.0
雕刻,0.0,1.0,0.0,0.0,0.0
装置,0.0,2.0,0.0,0.0,0.0
作品,0.0,25.0,0.0,0.0,0.0
代表性,0.0,4.0,0.0,0.0,0.0
场景,0.0,23.0,0.0,0.0,0.0
人物,0.0,12.0,0.0,0.0,0.0
立体感,0.0,1.0,0.0,0.0,0.0
光影,0.0,2.0,0.0,0.0,0.0
效果,0.0,8.0,0.0,0.0,0.0
华容道,0.0,1.0,0.0,0.0,0.0
精神,0.0,410.0,0.0,0.0,0.0
启迪,0.0,2.0,0.0,0.0,0.0
国人,0.0,1.0,0.0,0.0,0.0
灵魂,0.0,3.0,0.0,0.0,0.0
思想,0.0,56.0,0.0,0.0,0.0
新春,0.0,3.0,0.0,0.0,0.0
甲辰,0.0,1.0,0.0,0.0,0.0
先生,0.0,17.0,0.0,0.0,0.0
亮相,0.0,23.0,0.0,0.0,0.0
雕塑,0.0,3.0,0.0,0.0,0.0
东方网,0.0,15.0,0.0,0.0,0.0
红楼,0.0,9.0,0.0,0.0,0.0
日志,0.0,3.0,0.0,0.0,0.0
中国国民党,0.0,3.0,0.0,0.0,0.0
全国代表大会,0.0,10.0,0.0,0.0,0.0
广州,0.0,15.0,0.0,0.0,0.0
国民党,0.0,29.0,0.0,0.0,0.0
国共合作,0.0,12.0,0.0,0.0,0.0
背景,0.0,17.0,0.0,0.0,0.0
李大钊,0.0,16.0,0.0,0.0,0.0
中共党员,0.0,4.0,0.0,0.0,0.0
孙中山,0.0,21.0,0.0,0.0,0.0
大会,0.0,22.0,0.0,0.0,0.0
主席团,0.0,1.0,0.0,0.0,0.0
成员,0.0,21.0,0.0,0.0,0.0
宣言,0.0,20.0,0.0,0.0,0.0
会场,0.0,6.0,0.0,0.0,0.0
标志,0.0,20.0,0.0,0.0,0.0
联俄,0.0,2.0,0.0,0.0,0.0
农工,0.0,4.0,0.0,0.0,0.0
政策,0.0,6.0,0.0,0.0,0.0
谭平山,0.0,1.0,0.0,0.0,0.0
中央,0.0,26.0,0.0,0.0,0.0
委员会,0.0,22.0,0.0,0.0,0.0
纪念邮票,0.0,1.0,0.0,0.0,0.0
会址,0.0,1151.0,0.0,0.0,0.0
新华书店,0.0,1.0,0.0,0.0,0.0
人间正道,0.0,2.0,0.0,0.0,1.0
何叔衡,0.0,25.0,0.0,0.0,0.0
父亲,0.0,6.0,0.0,0.0,0.0
何绍春,0.0,1.0,0.0,0.0,0.0
长大,0.0,7.0,0.0,0.0,0.0
全传,0.0,1.0,0.0,0.0,0.0
红旗,0.0,7.0,0.0,0.0,0.0
出版社,0.0,2.0,0.0,0.0,0.0
第一版,0.0,1.0,0.0,0.0,0.0
上海市,0.0,139.0,0.0,0.0,0.0
人才,0.0,8.0,0.0,0.0,0.0
产学研,0.0,1.0,0.0,0.0,0.0
深度,0.0,13.0,0.0,0.0,0.0
博士后,0.0,2.0,0.0,0.0,0.0
平台,0.0,15.0,0.0,0.0,0.0
复旦大学,0.0,9.0,0.0,0.0,1.0
基地,0.0,44.0,0.0,0.0,0.0
仪式,0.0,37.0,0.0,0.0,0.0
李汉俊,0.0,18.0,0.0,0.0,0.0
子女,0.0,1.0,0.0,0.0,0.0
后人,0.0,4.0,0.0,0.0,0.0
情况,0.0,21.0,0.0,0.0,0.0
网页,0.0,63.0,0.0,0.0,0.0
链接,0.0,65.0,0.0,0.0,0.0
歷史,0.0,1.0,0.0,0.0,0.0
答題,0.0,1.0,0.0,0.0,0.0
馆藏,0.0,19.0,0.0,0.0,0.0
周报,0.0,2.0,0.0,0.0,0.0
市西,0.0,2.0,0.0,0.0,0.0
课堂,0.0,57.0,0.0,0.0,0.0
学校,0.0,47.0,0.0,0.0,0.0
爱国主义,0.0,24.0,0.0,0.0,0.0
教育课,0.0,6.0,0.0,0.0,0.0
种子,0.0,14.0,0.0,0.0,0.0
学生,0.0,63.0,0.0,0.0,0.0
心田,0.0,1.0,0.0,0.0,0.0
红心,0.0,3.0,0.0,0.0,0.0
发源地,0.0,5.0,0.0,0.0,0.0
红色,0.0,514.0,0.0,0.0,0.0
资源,0.0,26.0,0.0,0.0,0.0
文化,0.0,166.0,0.0,0.0,0.0
形式,0.0,14.0,0.0,0.0,0.0
圆桌,0.0,1.0,0.0,0.0,0.0
栏目,0.0,1.0,0.0,0.0,0.0
音乐创作,0.0,1.0,0.0,0.0,0.0
弘扬,0.0,49.0,0.0,0.0,0.0
名城,0.0,1.0,0.0,0.0,0.0
绍兴,0.0,3.0,0.0,0.0,0.0
诸暨县,0.0,2.0,0.0,0.0,0.0
纪念,0.0,44.0,0.0,0.0,0.0
代表大会,0.0,25.0,0.0,0.0,0.0
利用,0.0,12.0,0.0,0.0,0.0
空间,0.0,12.0,0.0,0.0,0.0
光线,0.0,1.0,0.0,0.0,0.0
观者,0.0,1.0,0.0,0.0,0.0
视觉,0.0,1.0,0.0,0.0,0.0
感官,0.0,1.0,0.0,0.0,0.0
体验,0.0,26.0,0.0,0.0,0.0
图源,0.0,2.0,0.0,0.0,0.0
小红书,0.0,3.0,0.0,0.0,0.0
地址,0.0,3.0,0.0,0.0,0.0
绍兴市,0.0,1.0,0.0,0.0,0.0
诸暨市,0.0,1.0,0.0,0.0,0.0
照片,0.0,19.0,0.0,0.0,0.0
行程,0.0,5.0,0.0,0.0,0.0
人民广场,0.0,9.0,0.0,0.0,5.0
城隍庙,0.0,36.0,0.0,0.0,0.0
陆家嘴,0.0,11.0,0.0,0.0,0.0
南京路,0.0,25.0,0.0,0.0,0.0
步行街,0.0,22.0,0.0,0.0,0.0
外滩,0.0,62.0,0.0,0.0,0.0
回家,0.0,5.0,0.0,0.0,0.0
脚后跟,0.0,1.0,0.0,0.0,0.0
白鹿,0.0,1.0,0.0,0.0,0.0
细说,0.0,1.0,0.0,0.0,0.0
大学生,0.0,7.0,0.0,0.0,0.0
纲领,0.0,25.0,0.0,0.0,0.0
田亩,0.0,1.0,0.0,0.0,0.0
制度,0.0,4.0,0.0,0.0,0.0
血压,0.0,1.0,0.0,0.0,0.0
民国,0.0,5.0,0.0,0.0,0.0
合格,0.0,1.0,0.0,0.0,0.0
满天飞,0.0,1.0,0.0,0.0,0.0
次品,0.0,1.0,0.0,0.0,0.0
千秋,0.0,1.0,0.0,0.0,0.0
妇女,0.0,21.0,0.0,0.0,0.0
筹委会,0.0,2.0,0.0,0.0,0.0
中共中央,0.0,5.0,0.0,0.0,0.0
民主,0.0,9.0,0.0,0.0,0.0
联合会,0.0,5.0,0.0,0.0,0.0
西柏坡,0.0,11.0,0.0,0.0,0.0
解放区,0.0,2.0,0.0,0.0,0.0
全党,0.0,4.0,0.0,0.0,0.0
方针,0.0,6.0,0.0,0.0,0.0
领导,0.0,31.0,0.0,0.0,0.0
群众,0.0,27.0,0.0,0.0,0.0
事项,0.0,1.0,0.0,0.0,0.0
团体,0.0,5.0,0.0,0.0,0.0
事宜,0.0,2.0,0.0,0.0,0.0
河北省,0.0,1.0,0.0,0.0,0.0
平山县,0.0,1.0,0.0,0.0,0.0
蔡畅,0.0,3.0,0.0,0.0,0.0
全部,0.0,1.0,0.0,0.0,0.0
全国妇联,0.0,1.0,0.0,0.0,0.0
主席,0.0,7.0,0.0,0.0,0.0
中国人民政治协商会议,0.0,2.0,0.0,0.0,0.0
全体会议,0.0,2.0,0.0,0.0,0.0
中央人民政府,0.0,1.0,0.0,0.0,0.0
女儿,0.0,5.0,0.0,0.0,0.0
警号,0.0,1.0,0.0,0.0,0.0
毛主席,0.0,18.0,0.0,0.0,0.0
入党,0.0,58.0,0.0,0.0,0.0
搞了个,0.0,1.0,0.0,0.0,0.0
共产主义,0.0,8.0,0.0,0.0,0.0
心情,0.0,18.0,0.0,0.0,0.0
雜神,0.0,1.0,0.0,0.0,0.0
图片,0.0,17.0,0.0,0.0,0.0
人民公社,0.0,2.0,0.0,0.0,1.0
私有化,0.0,1.0,0.0,0.0,0.0
單幹,0.0,1.0,0.0,0.0,0.0
獨木橋,0.0,1.0,0.0,0.0,0.0
石橋,0.0,1.0,0.0,0.0,0.0
金橋,0.0,1.0,0.0,0.0,0.0
通向,0.0,1.0,0.0,0.0,0.0
共產主義路,0.0,1.0,0.0,0.0,0.0
五星,0.0,1.0,0.0,0.0,0.0
紅旗,0.0,1.0,0.0,0.0,0.0
五星红旗,0.0,8.0,0.0,0.0,1.0
中共二大,0.0,36.0,0.0,0.0,4.0
建章立制,0.0,1.0,0.0,0.0,1.0
指路明灯,0.0,1.0,0.0,0.0,1.0
党章,0.0,5.0,0.0,0.0,0.0
格物,0.0,1.0,0.0,0.0,0.0
弘源,0.0,1.0,0.0,0.0,0.0
藏品,0.0,38.0,0.0,0.0,0.0
研会,0.0,1.0,0.0,0.0,0.0
现场,0.0,33.0,0.0,0.0,0.0
气氛,0.0,3.0,0.0,0.0,0.0
大家,0.0,59.0,0.0,0.0,0.0
底蕴,0.0,4.0,0.0,0.0,0.0
产生,0.0,10.0,0.0,0.0,0.0
征程,0.0,63.0,0.0,0.0,0.0
董必武,0.0,15.0,0.0,0.0,0.0
亲鉴,0.0,1.0,0.0,0.0,0.0
苏联,0.0,1.0,0.0,0.0,0.0
档案,0.0,7.0,0.0,0.0,0.0
中国共产党第一次全国代表大会,0.0,35.0,0.0,0.0,0.0
文件,0.0,22.0,0.0,0.0,0.0
无人,0.0,2.0,0.0,0.0,0.0
状态,0.0,2.0,0.0,0.0,0.0
遗失,0.0,3.0,0.0,0.0,0.0
机会,0.0,15.0,0.0,0.0,0.0
可靠性,0.0,1.0,0.0,0.0,0.0
中央档案馆,0.0,1.0,0.0,0.0,0.0
筹备处,0.0,1.0,0.0,0.0,0.0
美国哥伦比亚大学,0.0,2.0,0.0,0.0,0.0
陈公博,0.0,13.0,0.0,0.0,0.0
硕士论文,0.0,4.0,0.0,0.0,0.0
国家,0.0,81.0,0.0,0.0,0.0
记忆,0.0,45.0,0.0,0.0,0.0
研究院,0.0,1.0,0.0,0.0,0.0
朋友,0.0,16.0,0.0,0.0,0.0
时候,0.0,27.0,0.0,0.0,0.0
老爷爷,0.0,4.0,0.0,0.0,0.0
阿姨,0.0,10.0,0.0,0.0,0.0
闭馆,0.0,47.0,0.0,0.0,0.0
办法,0.0,6.0,0.0,0.0,0.0
爷爷,0.0,8.0,0.0,0.0,0.0
全文,0.0,3.0,0.0,0.0,0.0
小孩子,0.0,1.0,0.0,0.0,0.0
东西,0.0,12.0,0.0,0.0,0.0
高中生,0.0,1.0,0.0,0.0,0.0
男孩子,0.0,2.0,0.0,0.0,0.0
聊天,0.0,4.0,0.0,0.0,0.0
想了个,0.0,1.0,0.0,0.0,0.0
人们,0.0,16.0,0.0,0.0,0.0
明信片,0.0,8.0,0.0,0.0,0.0
孩子,0.0,37.0,0.0,0.0,0.0
家长,0.0,3.0,0.0,0.0,0.0
起跑线,0.0,1.0,0.0,0.0,0.0
同事,0.0,11.0,0.0,0.0,0.0
山东人,0.0,12.0,0.0,0.0,0.0
个人,0.0,13.0,0.0,0.0,0.0
叛徒,0.0,3.0,0.0,0.0,0.0
榜样,0.0,3.0,0.0,0.0,0.0
南湖,0.0,122.0,0.0,0.0,0.0
小船,0.0,8.0,0.0,0.0,0.0
嘉兴市,0.0,15.0,0.0,0.0,0.0
旅游区,0.0,7.0,0.0,0.0,0.0
地方,0.0,50.0,0.0,0.0,0.0
燎原,0.0,10.0,0.0,0.0,0.0
短片,0.0,3.0,0.0,0.0,0.0
陈思诚,0.0,1.0,0.0,0.0,0.0
电影,0.0,96.0,0.0,0.0,0.0
初光,0.0,37.0,0.0,0.0,0.0
人民日报,0.0,13.0,0.0,0.0,2.0
客户端,0.0,3.0,0.0,0.0,0.0
人民,0.0,66.0,0.0,0.0,0.0
广播电台,0.0,1.0,0.0,0.0,0.0
动感,0.0,2.0,0.0,0.0,0.0
歌声,0.0,16.0,0.0,0.0,0.0
力量,0.0,82.0,0.0,0.0,0.0
年轻人,0.0,34.0,0.0,0.0,0.0
初心,0.0,135.0,0.0,0.0,0.0
正义,0.0,1.0,0.0,0.0,0.0
足迹,0.0,37.0,0.0,0.0,0.0
辽宁,0.0,3.0,0.0,0.0,0.0
万语,0.0,6.0,0.0,0.0,0.0
祝福,0.0,30.0,0.0,0.0,0.0
于天,0.0,1.0,0.0,0.0,0.0
中央委员,0.0,3.0,0.0,0.0,0.0
陈潭秋,0.0,12.0,0.0,0.0,0.0
英雄,0.0,9.0,0.0,0.0,0.0
西平,0.0,2.0,0.0,0.0,0.0
御史,0.0,2.0,0.0,0.0,0.0
小微,0.0,1.0,0.0,0.0,0.0
微带,0.0,1.0,0.0,0.0,0.0
历程,0.0,60.0,0.0,0.0,0.0
网络,0.0,14.0,0.0,0.0,0.0
小屁孩,0.0,1.0,0.0,0.0,0.0
脑子里,0.0,1.0,0.0,0.0,0.0
杭州,0.0,10.0,0.0,0.0,0.0
西湖,0.0,3.0,0.0,0.0,0.0
搭子,0.0,1.0,0.0,0.0,0.0
平阳,0.0,9.0,0.0,0.0,0.0
篇章,0.0,4.0,0.0,0.0,0.0
凤卧,0.0,2.0,0.0,0.0,0.0
浙江省,0.0,16.0,0.0,0.0,0.0
老区,0.0,4.0,0.0,0.0,0.0
所在地,0.0,8.0,0.0,0.0,0.0
浙江,0.0,52.0,0.0,0.0,0.0
红军,0.0,14.0,0.0,0.0,0.0
游击战争,0.0,2.0,0.0,0.0,0.0
延安,0.0,21.0,0.0,0.0,0.0
联合国,0.0,1.0,0.0,0.0,0.0
历史记录,0.0,1.0,0.0,0.0,0.0
时刻,0.0,14.0,0.0,0.0,0.0
吴贻芳,0.0,1.0,0.0,0.0,0.0
博士,0.0,1.0,0.0,0.0,0.0
任金陵,0.0,1.0,0.0,0.0,0.0
女子,0.0,4.0,0.0,0.0,0.0
南京,0.0,6.0,0.0,0.0,0.0
教育家,0.0,1.0,0.0,0.0,0.0
教育部长,0.0,1.0,0.0,0.0,0.0
同盟会,0.0,1.0,0.0,0.0,0.0
会员,0.0,1.0,0.0,0.0,0.0
中央常委,0.0,1.0,0.0,0.0,1.0
长沙,0.0,3.0,0.0,0.0,0.0
记录,0.0,16.0,0.0,0.0,0.0
社会,0.0,30.0,0.0,0.0,0.0
同志,0.0,31.0,0.0,0.0,0.0
诞辰,0.0,8.0,0.0,0.0,0.0
北京市,0.0,1.0,0.0,0.0,0.0
广电局,0.0,1.0,0.0,0.0,0.0
卫视,0.0,8.0,0.0,0.0,0.0
集微,0.0,1.0,0.0,0.0,0.0
纪录片,0.0,5.0,0.0,0.0,0.0
领袖,0.0,5.0,0.0,0.0,0.0
正片,0.0,1.0,0.0,0.0,0.0
文旅局,0.0,6.0,0.0,0.0,0.0
文物局,0.0,11.0,0.0,0.0,0.0
党组,0.0,5.0,0.0,0.0,0.0
副局长,0.0,4.0,0.0,0.0,0.0
向义海,0.0,3.0,0.0,0.0,0.0
欧晓川,0.0,3.0,0.0,0.0,0.0
建筑,0.0,53.0,0.0,0.0,0.0
指导,0.0,21.0,0.0,0.0,0.0
建议,0.0,7.0,0.0,0.0,0.0
协同,0.0,9.0,0.0,0.0,0.0
中心,0.0,67.0,0.0,0.0,0.0
白鹭,0.0,3.0,0.0,0.0,0.0
汕头,0.0,1.0,0.0,0.0,0.0
潮阳,0.0,1.0,0.0,0.0,0.0
春园,0.0,1.0,0.0,0.0,0.0
老人家,0.0,1.0,0.0,0.0,0.0
忆往昔,0.0,1.0,0.0,0.0,0.0
山口,0.0,1.0,0.0,0.0,0.0
红砖,0.0,8.0,0.0,0.0,0.0
整体,0.0,6.0,0.0,0.0,0.0
用心,0.0,11.0,0.0,0.0,0.0
黄鳝,0.0,1.0,0.0,0.0,0.0
咸蛋,0.0,1.0,0.0,0.0,0.0
鸡翅,0.0,1.0,0.0,0.0,0.0
目标,0.0,9.0,0.0,0.0,0.0
任贤齐,0.0,1.0,0.0,0.0,0.0
演唱会,0.0,3.0,0.0,0.0,0.0
地铁,0.0,9.0,0.0,0.0,0.0
有点,0.0,15.0,0.0,0.0,0.0
小摊贩,0.0,1.0,0.0,0.0,0.0
团子,0.0,1.0,0.0,0.0,0.0
场馆,0.0,77.0,0.0,0.0,0.0
音效,0.0,1.0,0.0,0.0,0.0
豆瓣,0.0,1.0,0.0,0.0,0.0
镜头,0.0,9.0,0.0,0.0,0.0
时代气息,0.0,1.0,0.0,0.0,0.0
青春,0.0,55.0,0.0,0.0,0.0
共振,0.0,3.0,0.0,0.0,0.0
情感,0.0,24.0,0.0,0.0,0.0
意气,0.0,1.0,0.0,0.0,0.0
中华民族,0.0,22.0,0.0,0.0,0.0
