,动词,名词,形容词,成语,四字词语
得来,2.0,0.0,0.0,0.0,0.0
绝知,1.0,0.0,0.0,0.0,0.0
躬行,1.0,0.0,0.0,0.0,0.0
构建,1.0,0.0,0.0,0.0,0.0
行走,8.0,0.0,0.0,0.0,0.0
求求,1.0,0.0,0.0,0.0,0.0
翻新,1.0,0.0,0.0,0.0,0.0
修旧,1.0,0.0,0.0,0.0,0.0
推荐,34.0,0.0,0.0,0.0,0.0
身高,1.0,0.0,0.0,0.0,0.0
压不垮,1.0,0.0,0.0,0.0,0.0
直刺,1.0,0.0,0.0,0.0,0.0
允许,2.0,0.0,0.0,0.0,0.0
存在,14.0,0.0,0.0,0.0,0.0
揭露,4.0,0.0,0.0,0.0,0.0
无比,6.0,0.0,0.0,0.0,0.0
钦佩,2.0,0.0,0.0,0.0,0.0
愿意,7.0,0.0,0.0,0.0,0.0
成为,28.0,0.0,0.0,0.0,0.0
活着,9.0,0.0,0.0,0.0,0.0
看着,20.0,0.0,0.0,0.0,0.0
研读,3.0,0.0,0.0,0.0,0.0
翻开,2.0,0.0,0.0,0.0,0.0
放在,7.0,0.0,0.0,0.0,0.0
摆设,1.0,0.0,0.0,0.0,0.0
坐在,22.0,0.0,0.0,0.0,0.0
迸发,1.0,0.0,0.0,0.0,0.0
阅读,27.0,0.0,0.0,0.0,0.0
限定,1.0,0.0,0.0,0.0,0.0
修行,1.0,0.0,0.0,0.0,0.0
开悟,1.0,0.0,0.0,0.0,0.0
得道,1.0,0.0,0.0,0.0,0.0
教育,53.0,0.0,0.0,0.0,0.0
困顿,3.0,0.0,0.0,0.0,0.0
尽孝,1.0,0.0,0.0,0.0,0.0
学到,1.0,0.0,0.0,0.0,0.0
拥挤,3.0,0.0,0.0,0.0,0.0
打包,1.0,0.0,0.0,0.0,0.0
考虑,5.0,0.0,0.0,0.0,0.0
适合,17.0,0.0,0.0,0.0,0.0
说起,3.0,0.0,0.0,0.0,0.0
想到,18.0,0.0,0.0,0.0,0.0
独立,5.0,0.0,0.0,0.0,0.0
隐藏,1.0,0.0,0.0,0.0,0.0
避世,1.0,0.0,0.0,0.0,0.0
出游,7.0,0.0,0.0,0.0,0.0
饱受,1.0,0.0,0.0,0.0,0.0
支配,1.0,0.0,0.0,0.0,0.0
走进,41.0,0.0,0.0,0.0,0.0
补发,1.0,0.0,0.0,0.0,0.0
提前,24.0,0.0,0.0,0.0,0.0
对比,10.0,0.0,0.0,0.0,0.0
招待,1.0,0.0,0.0,0.0,0.0
掺和,1.0,0.0,0.0,0.0,0.0
迟到,3.0,0.0,0.0,0.0,0.0
接上,1.0,0.0,0.0,0.0,0.0
活跃,2.0,0.0,0.0,0.0,0.0
开始,54.0,0.0,0.0,0.0,0.0
没错,3.0,0.0,0.0,0.0,0.0
反复,6.0,0.0,0.0,0.0,0.0
抢票,1.0,0.0,0.0,0.0,0.0
超市,4.0,0.0,0.0,0.0,0.0
买到,2.0,0.0,0.0,0.0,0.0
打开,5.0,0.0,0.0,0.0,0.0
看见,15.0,0.0,0.0,0.0,0.0
撑满,1.0,0.0,0.0,0.0,0.0
没买,2.0,0.0,0.0,0.0,0.0
可惜,16.0,0.0,0.0,0.0,0.0
要死,4.0,0.0,0.0,0.0,0.0
预想,1.0,0.0,0.0,0.0,0.0
好看,29.0,0.0,0.0,0.0,0.0
欣赏,14.0,0.0,0.0,0.0,0.0
是否,8.0,0.0,0.0,0.0,0.0
下过,1.0,0.0,0.0,0.0,0.0
比起,5.0,0.0,0.0,0.0,0.0
值得,29.0,0.0,0.0,0.0,0.0
没跑,1.0,0.0,0.0,0.0,0.0
好吃,82.0,0.0,0.0,0.0,0.0
攻略,20.0,0.0,0.0,0.0,0.0
免费,12.0,0.0,0.0,0.0,0.0
开放,88.0,0.0,0.0,0.0,0.0
超困,1.0,0.0,0.0,0.0,0.0
劳资,1.0,0.0,0.0,0.0,0.0
昏睡,1.0,0.0,0.0,0.0,0.0
搞笑,3.0,0.0,0.0,0.0,0.0
保佑,4.0,0.0,0.0,0.0,0.0
奔袭,1.0,0.0,0.0,0.0,0.0
没到,1.0,0.0,0.0,0.0,0.0
放开,3.0,0.0,0.0,0.0,0.0
过完,1.0,0.0,0.0,0.0,0.0
起意,4.0,0.0,0.0,0.0,0.0
坐到,2.0,0.0,0.0,0.0,0.0
不够,6.0,0.0,0.0,0.0,0.0
想去,5.0,0.0,0.0,0.0,0.0
办好,1.0,0.0,0.0,0.0,0.0
签注,1.0,0.0,0.0,0.0,0.0
喘息,1.0,0.0,0.0,0.0,0.0
玩耍,4.0,0.0,0.0,0.0,0.0
离职,3.0,0.0,0.0,0.0,0.0
上班,5.0,0.0,0.0,0.0,0.0
休息,10.0,0.0,0.0,0.0,0.0
吃不出,1.0,0.0,0.0,0.0,0.0
注意,12.0,0.0,0.0,0.0,0.0
肯定,10.0,0.0,0.0,0.0,0.0
失去,3.0,0.0,0.0,0.0,0.0
心跳,1.0,0.0,0.0,0.0,0.0
高考,2.0,0.0,0.0,0.0,0.0
渡过,1.0,0.0,0.0,0.0,0.0
跟着,11.0,0.0,0.0,0.0,0.0
试戴,1.0,0.0,0.0,0.0,0.0
咯去,1.0,0.0,0.0,0.0,0.0
放假,4.0,0.0,0.0,0.0,0.0
下雨,6.0,0.0,0.0,0.0,0.0
走走,17.0,0.0,0.0,0.0,0.0
始建,2.0,0.0,0.0,0.0,0.0
返回,4.0,0.0,0.0,0.0,0.0
喝过,1.0,0.0,0.0,0.0,0.0
不算,5.0,0.0,0.0,0.0,0.0
恋爱,5.0,0.0,0.0,0.0,0.0
当成,1.0,0.0,0.0,0.0,0.0
拍照,26.0,0.0,0.0,0.0,0.0
照骗,1.0,0.0,0.0,0.0,0.0
闲逛,4.0,0.0,0.0,0.0,0.0
处处,5.0,0.0,0.0,0.0,0.0
感比,1.0,0.0,0.0,0.0,0.0
接受,14.0,0.0,0.0,0.0,0.0
外卖,2.0,0.0,0.0,0.0,0.0
不吃,3.0,0.0,0.0,0.0,0.0
直达,3.0,0.0,0.0,0.0,0.0
出去,15.0,0.0,0.0,0.0,0.0
感叹,18.0,0.0,0.0,0.0,0.0
回忆,20.0,0.0,0.0,0.0,0.0
惊雷,1.0,0.0,0.0,0.0,0.0
优胜,1.0,0.0,0.0,0.0,0.0
穿梭,6.0,0.0,0.0,0.0,0.0
窒息,1.0,0.0,0.0,0.0,0.0
坐船,2.0,0.0,0.0,0.0,0.0
奈何,1.0,0.0,0.0,0.0,0.0
停航,1.0,0.0,0.0,0.0,0.0
好玩,11.0,0.0,0.0,0.0,0.0
直播,9.0,0.0,0.0,0.0,0.0
吃饭,11.0,0.0,0.0,0.0,0.0
云吞,1.0,0.0,0.0,0.0,0.0
吃不完,1.0,0.0,0.0,0.0,0.0
出来,65.0,0.0,0.0,0.0,0.0
想起,30.0,0.0,0.0,0.0,0.0
报当,1.0,0.0,0.0,0.0,0.0
发财,1.0,0.0,0.0,0.0,0.0
缓醉,1.0,0.0,0.0,0.0,0.0
印上,1.0,0.0,0.0,0.0,0.0
路过,19.0,0.0,0.0,0.0,0.0
有关,16.0,0.0,0.0,0.0,0.0
送给,3.0,0.0,0.0,0.0,0.0
临走,2.0,0.0,0.0,0.0,0.0
握手,1.0,0.0,0.0,0.0,0.0
来回,7.0,0.0,0.0,0.0,0.0
喝到,2.0,0.0,0.0,0.0,0.0
查收,3.0,0.0,0.0,0.0,0.0
设计,27.0,0.0,0.0,0.0,0.0
逛逛,18.0,0.0,0.0,0.0,0.0
出现,15.0,0.0,0.0,0.0,0.0
熟悉,13.0,0.0,0.0,0.0,0.0
唤起,3.0,0.0,0.0,0.0,0.0
出发,21.0,0.0,0.0,0.0,0.0
描绘,4.0,0.0,0.0,0.0,0.0
沉浸,6.0,0.0,0.0,0.0,0.0
了解,54.0,0.0,0.0,0.0,0.0
动荡,1.0,0.0,0.0,0.0,0.0
夹击,1.0,0.0,0.0,0.0,0.0
出过,1.0,0.0,0.0,0.0,0.0
出道,1.0,0.0,0.0,0.0,0.0
治疗,1.0,0.0,0.0,0.0,0.0
继续,19.0,0.0,0.0,0.0,0.0
原配,2.0,0.0,0.0,0.0,0.0
创作,42.0,0.0,0.0,0.0,0.0
彷徨,3.0,0.0,0.0,0.0,0.0
扩建,5.0,0.0,0.0,0.0,0.0
发是,1.0,0.0,0.0,0.0,0.0
偷看,1.0,0.0,0.0,0.0,0.0
想想,7.0,0.0,0.0,0.0,0.0
难受,2.0,0.0,0.0,0.0,0.0
刷抖,1.0,0.0,0.0,0.0,0.0
降到,1.0,0.0,0.0,0.0,0.0
去一趟,7.0,0.0,0.0,0.0,0.0
没定,1.0,0.0,0.0,0.0,0.0
展览,140.0,0.0,0.0,0.0,0.0
演出,3.0,0.0,0.0,0.0,0.0
攒钱,2.0,0.0,0.0,0.0,0.0
忍住,1.0,0.0,0.0,0.0,0.0
放到,1.0,0.0,0.0,0.0,0.0
活该,1.0,0.0,0.0,0.0,0.0
买不起,1.0,0.0,0.0,0.0,0.0
听歌,1.0,0.0,0.0,0.0,0.0
起床,3.0,0.0,0.0,0.0,0.0
赶车,2.0,0.0,0.0,0.0,0.0
顿悟,1.0,0.0,0.0,0.0,0.0
赞叹,4.0,0.0,0.0,0.0,0.0
属于,9.0,0.0,0.0,0.0,0.0
忘掉,1.0,0.0,0.0,0.0,0.0
就算,5.0,0.0,0.0,0.0,0.0
追剧,1.0,0.0,0.0,0.0,0.0
鉴证,1.0,0.0,0.0,0.0,0.0
抢眼,1.0,0.0,0.0,0.0,0.0
兴起,2.0,0.0,0.0,0.0,0.0
读读,1.0,0.0,0.0,0.0,0.0
探访,9.0,0.0,0.0,0.0,0.0
突出,7.0,0.0,0.0,0.0,0.0
像是,10.0,0.0,0.0,0.0,0.0
比如,7.0,0.0,0.0,0.0,0.0
传达,3.0,0.0,0.0,0.0,0.0
开拍,3.0,0.0,0.0,0.0,0.0
告终,1.0,0.0,0.0,0.0,0.0
成全,1.0,0.0,0.0,0.0,0.0
直奔,2.0,0.0,0.0,0.0,0.0
保养,2.0,0.0,0.0,0.0,0.0
给败,1.0,0.0,0.0,0.0,0.0
土改,1.0,0.0,0.0,0.0,0.0
活到,2.0,0.0,0.0,0.0,0.0
出行,12.0,0.0,0.0,0.0,0.0
抢到,2.0,0.0,0.0,0.0,0.0
补肾,1.0,0.0,0.0,0.0,0.0
补血,1.0,0.0,0.0,0.0,0.0
还好,7.0,0.0,0.0,0.0,0.0
收拾,3.0,0.0,0.0,0.0,0.0
预备,2.0,0.0,0.0,0.0,0.0
节能,1.0,0.0,0.0,0.0,0.0
减排,1.0,0.0,0.0,0.0,0.0
不让,6.0,0.0,0.0,0.0,0.0
进化,2.0,0.0,0.0,0.0,0.0
检查,2.0,0.0,0.0,0.0,0.0
确定,4.0,0.0,0.0,0.0,0.0
招展,1.0,0.0,0.0,0.0,0.0
不堪,3.0,0.0,0.0,0.0,0.0
包裹,1.0,0.0,0.0,0.0,0.0
瞻仰,7.0,0.0,0.0,0.0,0.0
变化,9.0,0.0,0.0,0.0,0.0
执着,1.0,0.0,0.0,0.0,0.0
羡慕,4.0,0.0,0.0,0.0,0.0
面对,11.0,0.0,0.0,0.0,0.0
噗嗤一声,1.0,0.0,0.0,0.0,0.0
毫无,8.0,0.0,0.0,0.0,0.0
生疼,1.0,0.0,0.0,0.0,0.0
喝下去,1.0,0.0,0.0,0.0,0.0
剩下,6.0,0.0,0.0,0.0,0.0
抚慰,1.0,0.0,0.0,0.0,0.0
走过,27.0,0.0,0.0,0.0,0.0
睡不着,1.0,0.0,0.0,0.0,0.0
去逛,5.0,0.0,0.0,0.0,0.0
庆幸,4.0,0.0,0.0,0.0,0.0
跟有,1.0,0.0,0.0,0.0,0.0
走有,1.0,0.0,0.0,0.0,0.0
合照,4.0,0.0,0.0,0.0,0.0
上拍,1.0,0.0,0.0,0.0,0.0
没去,12.0,0.0,0.0,0.0,0.0
看好,1.0,0.0,0.0,0.0,0.0
有钱,3.0,0.0,0.0,0.0,0.0
打车,3.0,0.0,0.0,0.0,0.0
开门,2.0,0.0,0.0,0.0,0.0
骑行,3.0,0.0,0.0,0.0,0.0
加上,5.0,0.0,0.0,0.0,0.0
整烦,1.0,0.0,0.0,0.0,0.0
独享,1.0,0.0,0.0,0.0,0.0
总得,4.0,0.0,0.0,0.0,0.0
看一看,7.0,0.0,0.0,0.0,0.0
风吹,4.0,0.0,0.0,0.0,0.0
悔恨,1.0,0.0,0.0,0.0,0.0
发图,1.0,0.0,0.0,0.0,0.0
带上,3.0,0.0,0.0,0.0,0.0
累在,1.0,0.0,0.0,0.0,0.0
丢下,1.0,0.0,0.0,0.0,0.0
纠结,3.0,0.0,0.0,0.0,0.0
推车,2.0,0.0,0.0,0.0,0.0
发明,1.0,0.0,0.0,0.0,0.0
不累,1.0,0.0,0.0,0.0,0.0
发痛,1.0,0.0,0.0,0.0,0.0
满足,9.0,0.0,0.0,0.0,0.0
称重,1.0,0.0,0.0,0.0,0.0
累累,3.0,0.0,0.0,0.0,0.0
破灭,1.0,0.0,0.0,0.0,0.0
玩遍,1.0,0.0,0.0,0.0,0.0
拍到,5.0,0.0,0.0,0.0,0.0
奇怪,5.0,0.0,0.0,0.0,0.0
闪现,3.0,0.0,0.0,0.0,0.0
貌似,3.0,0.0,0.0,0.0,0.0
停留,1.0,0.0,0.0,0.0,0.0
跳脱,1.0,0.0,0.0,0.0,0.0
再见,6.0,0.0,0.0,0.0,0.0
自驾,1.0,0.0,0.0,0.0,0.0
没能,2.0,0.0,0.0,0.0,0.0
解锁,2.0,0.0,0.0,0.0,0.0
作为,31.0,0.0,0.0,0.0,0.0
相会,3.0,0.0,0.0,0.0,0.0
带来,18.0,0.0,0.0,0.0,0.0
算是,7.0,0.0,0.0,0.0,0.0
实现,11.0,0.0,0.0,0.0,0.0
需要,29.0,0.0,0.0,0.0,0.0
没约,1.0,0.0,0.0,0.0,0.0
文化氛围,4.0,0.0,0.0,0.0,0.0
评弹,1.0,0.0,0.0,0.0,0.0
表演,8.0,0.0,0.0,0.0,0.0
还给,1.0,0.0,0.0,0.0,0.0
继上,1.0,0.0,0.0,0.0,0.0
坐落,1.0,0.0,0.0,0.0,0.0
探寻,5.0,0.0,0.0,0.0,0.0
伴随,2.0,0.0,0.0,0.0,0.0
原始,4.0,0.0,0.0,0.0,0.0
治愈,4.0,0.0,0.0,0.0,0.0
不来,2.0,0.0,0.0,0.0,0.0
暴走,9.0,0.0,0.0,0.0,0.0
开启,17.0,0.0,0.0,0.0,0.0
上船,1.0,0.0,0.0,0.0,0.0
没号,1.0,0.0,0.0,0.0,0.0
讲解,15.0,0.0,0.0,0.0,0.0
试图,4.0,0.0,0.0,0.0,0.0
刺眼,3.0,0.0,0.0,0.0,0.0
写生,2.0,0.0,0.0,0.0,0.0
走累,2.0,0.0,0.0,0.0,0.0
了找,1.0,0.0,0.0,0.0,0.0
足浴,2.0,0.0,0.0,0.0,0.0
懒得,3.0,0.0,0.0,0.0,0.0
欲望,1.0,0.0,0.0,0.0,0.0
踏春,1.0,0.0,0.0,0.0,0.0
坐标,3.0,0.0,0.0,0.0,0.0
重游,2.0,0.0,0.0,0.0,0.0
做不了,1.0,0.0,0.0,0.0,0.0
描述,4.0,0.0,0.0,0.0,0.0
镇噜,1.0,0.0,0.0,0.0,0.0
祈祷,2.0,0.0,0.0,0.0,0.0
论来,1.0,0.0,0.0,0.0,0.0
超话,2.0,0.0,0.0,0.0,0.0
溺死,1.0,0.0,0.0,0.0,0.0
试要,1.0,0.0,0.0,0.0,0.0
搞懂,1.0,0.0,0.0,0.0,0.0
变得,8.0,0.0,0.0,0.0,0.0
可爱,12.0,0.0,0.0,0.0,0.0
保持,5.0,0.0,0.0,0.0,0.0
迷惑,2.0,0.0,0.0,0.0,0.0
行为,5.0,0.0,0.0,0.0,0.0
打架,1.0,0.0,0.0,0.0,0.0
低唱,1.0,0.0,0.0,0.0,0.0
没发,1.0,0.0,0.0,0.0,0.0
争取,3.0,0.0,0.0,0.0,0.0
补补,1.0,0.0,0.0,0.0,0.0
骗来,1.0,0.0,0.0,0.0,0.0
看不懂,2.0,0.0,0.0,0.0,0.0
挑出,2.0,0.0,0.0,0.0,0.0
认识,9.0,0.0,0.0,0.0,0.0
要来,1.0,0.0,0.0,0.0,0.0
想开,1.0,0.0,0.0,0.0,0.0
寻找,13.0,0.0,0.0,0.0,0.0
脱不去,1.0,0.0,0.0,0.0,0.0
歌颂,3.0,0.0,0.0,0.0,0.0
抵达,6.0,0.0,0.0,0.0,0.0
邀欢,1.0,0.0,0.0,0.0,0.0
下班,4.0,0.0,0.0,0.0,0.0
完毕,3.0,0.0,0.0,0.0,0.0
发芽,2.0,0.0,0.0,0.0,0.0
显得,8.0,0.0,0.0,0.0,0.0
睡觉,6.0,0.0,0.0,0.0,0.0
圈买,1.0,0.0,0.0,0.0,0.0
养死,1.0,0.0,0.0,0.0,0.0
买留,1.0,0.0,0.0,0.0,0.0
写写,2.0,0.0,0.0,0.0,0.0
现充,1.0,0.0,0.0,0.0,0.0
出生,8.0,0.0,0.0,0.0,0.0
度过,8.0,0.0,0.0,0.0,0.0
离开,9.0,0.0,0.0,0.0,0.0
走走停停,5.0,0.0,0.0,0.0,1.0
走访,3.0,0.0,0.0,0.0,0.0
尝试,13.0,0.0,0.0,0.0,0.0
不用,6.0,0.0,0.0,0.0,0.0
爆炸,2.0,0.0,0.0,0.0,0.0
涌起,1.0,0.0,0.0,0.0,0.0
怀念,9.0,0.0,0.0,0.0,0.0
许愿,3.0,0.0,0.0,0.0,0.0
拍完,1.0,0.0,0.0,0.0,0.0
显高,1.0,0.0,0.0,0.0,0.0
感恩,6.0,0.0,0.0,0.0,0.0
为先,1.0,0.0,0.0,0.0,0.0
感触,3.0,0.0,0.0,0.0,0.0
遇见,4.0,0.0,0.0,0.0,0.0
感动,9.0,0.0,0.0,0.0,0.0
拍拍,3.0,0.0,0.0,0.0,0.0
转转,5.0,0.0,0.0,0.0,0.0
行去,1.0,0.0,0.0,0.0,0.0
出名,5.0,0.0,0.0,0.0,0.0
分享,23.0,0.0,0.0,0.0,0.0
写出,2.0,0.0,0.0,0.0,0.0
盛行,1.0,0.0,0.0,0.0,0.0
禁锢,1.0,0.0,0.0,0.0,0.0
唤醒,2.0,0.0,0.0,0.0,0.0
不起,3.0,0.0,0.0,0.0,0.0
乘坐,4.0,0.0,0.0,0.0,0.0
带回,2.0,0.0,0.0,0.0,0.0
逃离,2.0,0.0,0.0,0.0,0.0
修缮,2.0,0.0,0.0,0.0,0.0
整合,5.0,0.0,0.0,0.0,0.0
包括,25.0,0.0,0.0,0.0,0.0
拍于,1.0,0.0,0.0,0.0,0.0
放风,2.0,0.0,0.0,0.0,0.0
提议,3.0,0.0,0.0,0.0,0.0
停顿,1.0,0.0,0.0,0.0,0.0
答应,1.0,0.0,0.0,0.0,0.0
晓得,1.0,0.0,0.0,0.0,0.0
不对,1.0,0.0,0.0,0.0,0.0
飞快,1.0,0.0,0.0,0.0,0.0
夜访,2.0,0.0,0.0,0.0,0.0
快递,1.0,0.0,0.0,0.0,0.0
请问,2.0,0.0,0.0,0.0,0.0
想不出,2.0,0.0,0.0,0.0,0.0
吼吼,1.0,0.0,0.0,0.0,0.0
渴慕,1.0,0.0,0.0,0.0,0.0
下课,4.0,0.0,0.0,0.0,0.0
看头,2.0,0.0,0.0,0.0,0.0
包吃,1.0,0.0,0.0,0.0,0.0
不配,4.0,0.0,0.0,0.0,0.0
有没有,10.0,0.0,0.0,0.0,0.0
进不去,5.0,0.0,0.0,0.0,0.0
培训,3.0,0.0,0.0,0.0,0.0
有无,1.0,0.0,0.0,0.0,0.0
不可,9.0,0.0,0.0,0.0,0.0
辜负,4.0,0.0,0.0,0.0,0.0
想哭,1.0,0.0,0.0,0.0,0.0
发泄,2.0,0.0,0.0,0.0,0.0
克制,1.0,0.0,0.0,0.0,0.0
享受,15.0,0.0,0.0,0.0,0.0
收到,13.0,0.0,0.0,0.0,0.0
寄来,4.0,0.0,0.0,0.0,0.0
想法,7.0,0.0,0.0,0.0,0.0
变成,9.0,0.0,0.0,0.0,0.0
传给,1.0,0.0,0.0,0.0,0.0
常读,1.0,0.0,0.0,0.0,0.0
合理,4.0,0.0,0.0,0.0,0.0
漫游,7.0,0.0,0.0,0.0,0.0
