页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家
1,4889701066212616,老照片bot,2023-04-12 13:57:23,【来自投稿】1937年，许广平、萧红、萧军、周海婴于鲁迅墓前合影。 投稿人@饥饿美学家 ,14,4,168
1,4881790009349148,每天都要小鱼干儿,2023-03-21 18:01:40,看一眼虹口的“坟”，和鲁迅先生的“长衫”  上海市虹口区 | 鲁迅墓 | 第一批全国重点文物保护单位  #央视网谈孔乙己文学#国宝巡礼 上海·鲁迅公园 ,8,7,52
1,4889302641410325,上海成雨,2023-04-11 11:34:10,本人在被禁言期间拜谒了鲁迅先生墓，耳畔又响起先生的《无题》诗——万家墨面没蒿莱，敢有歌吟动地哀。心事浩茫连广宇，于无声处听惊雷。喜欢这首诗，是因为说出了我压抑的情怀。墨面就是晒黑脸的平民百姓，他们劳作的身影埋没在草野丛中，发不出心中的哀怨。作者心潮难平，从表面沉寂中，听到春雷的萌动。被禁言的网民埋没在社交平台，心中有不满却不能表达，我深深地担忧如此做法的不良后果，表面的虚假沉寂难掩呼唤公平正义的惊雷。,43,50,1539
1,4895103074962541,讲故事的安妮,2023-04-27 11:43:02,花鸟鱼虫市场鸟语花香，几只小奶猫在酣睡，鲁迅公园里人们在太阳底下踢踺子、打羽毛球，音不太准的萨克斯曲调若隐若现，孩子们把秋千荡得老高。鲁迅墓前总有鲜花，是敬重先生的人们的追忆与怀念。曲阳路上的自行车摆放整齐得令人佩服这区域管理水平，沿广中路行走遇到一家小小的家常菜馆，菜烧得很东北。7点钟逛到大宁剧院看一场剧，回家路上遇到凯司令，买块奶油栗子蛋糕。这自由的幸福与闲适哦，与去年今日相比，格外鲜明的凸显出来，好珍惜！[爱心]#小小的幸福# 上海·大宁地区,0,0,0
1,4893671550095419,珈青_QING,2023-04-23 12:54:40,📍鲁迅公园 满园春色关不住 好奇鲁迅先生不是绍兴人吗怎么鲁迅墓在上海？ ,0,0,0
1,4888652213914645,自在的老卡,2023-04-09 16:29:37,好像谁的朋友圈或者微博，说鲁迅纪念馆边上的丁香花开得正好。可能是我看错了，找了半天并未看到有丁香花，却着实把鲁迅公园逛了个遍，包括鲁迅墓和鲁迅纪念馆。鲁迅公园可能是上海“最亲近市民的公园”，唱戏的，画画的，下棋的，打球的，唱歌的，跳舞的……应有尽有。 上海·鲁迅公园 ,0,2,4
1,4888291666826184,跑焦少年Coco,2023-04-08 16:36:56,王文娟上海虹口公园凭吊鲁迅先生墓：（左起）王文娟、戚雅仙、丁是娥、丁赛君、童芷龄、尹桂芳、徐玉兰合影留念 合照 ,1,1,14
1,4888034887342153,方士谦在逃女友,2023-04-07 23:36:35,今天去鲁迅公园，他的墓就大大咧咧地建在那，我走过去，周围的人们和在别的地方没有一点区别，我惊奇于清明时节，这坟墓周围连个传统的花都没有，猛地回神发现，根本不用献花，修在公园里就已经是满地芬芳了。 ,0,1,0
1,4887309038651243,文化虹口,2023-04-05 23:32:19,缅怀与追思 | 上海鲁迅纪念馆举行鲁迅墓祭扫仪式  清明节是中国的传统节日， 人们扫墓、踏青、植树， 在细雨春光中缅怀先人、寄托哀思  详情请戳链接：缅怀与追思 | 上海鲁迅纪念馆举行鲁迅墓祭扫仪式 ,0,0,0
2,4887255146302642,学院pi,2023-04-05 19:58:10,鲁迅墓为什么是反恐单位？这年头人说的话都听不懂。 ,0,0,0
2,4887195724551536,亚力士丁德,2023-04-05 16:02:03,鲁迅先生墓前，有两棵巨大的广玉兰树。 ,0,2,1
