similarity
0.4750978
0.45889714
0.4316233
0.5308381
0.47117892
0.4907274
0.49292165
0.47300547
0.47069559
0.5085486
0.48220134
0.437865
0.4658815
0.56023276
0.5678296
0.5307487
0.44936466
0.4335229
0.46005195
0.44246566
0.46195447
0.42914987
0.5057744
0.5020017
0.49315792
0.4413713
0.55219465
0.5023278
0.45436084
0.49204725
0.52964634
0.47858298
0.45746607
0.5905326
0.507048
0.46834394
0.47234678
0.50641
0.47862896
0.51090735
0.44008818
0.50712836
0.5349167
0.50434154
0.46859968
0.45037597
0.4736086
0.4465535
0.5267622
0.5415199
0.51317966
0.51465565
0.5690093
0.4713111
0.46532974
0.49778003
0.47411937
0.57449013
0.6102254
0.45836285
0.45620805
0.5891646
0.54363346
0.5477754
0.50569075
0.4664826
0.5181403
0.5051593
0.55221653
0.46129084
0.5985818
0.4993413
0.439691
0.4972824
0.4310387
0.4577006
0.5330875
0.43559778
0.45365715
0.48601577
0.50520676
0.59886444
0.48329327
0.574809
0.35374036
0.46123382
0.46725443
0.47046256
0.52498066
0.46724418
0.5243897
0.45567903
0.44754195
0.50515354
0.3981062
0.4282693
0.55285823
0.5107813
0.49678466
0.49950382
0.48287722
0.49928486
0.42064655
0.45571813
0.5292314
0.47970834
0.5072048
0.4553302
0.48941275
0.51636857
0.52220017
0.5462148
0.5108306
0.56059426
0.5185459
0.50051355
0.5100018
0.47620437
0.42675894
0.515968
0.4781078
0.531977
0.5706257
0.59055567
0.5148695
0.41929254
0.48863524
0.5025568
0.4991326
0.5581177
0.4436536
0.56783104
0.6076516
0.45580086
0.6308924
0.5109118
0.46504763
0.551118
0.5036719
0.5301622
0.5274885
0.41860497
0.44362518
0.51181626
0.4855795
0.42836267
0.5480928
0.42673674
0.43469775
0.5328668
0.48725626
0.49927562
0.45275703
0.4512221
0.5077406
0.51471597
0.45414612
0.49080768
0.48178837
0.58179027
0.48616597
0.4419453
0.5192909
0.44815546
0.46420616
0.5236526
0.53819615
0.48523265
0.44811356
0.5384188
0.48988193
0.43574503
0.41655266
0.5724448
0.51256114
0.5408206
0.48427606
0.47697067
0.48169
0.5144786
0.4224547
0.4708305
0.448446
0.43862957
0.56573194
0.3802297
0.5814624
0.47019506
0.50118124
0.5810123
0.48136875
0.53995675
0.5177972
0.532428
0.49579588
0.5021035
0.5289374
0.48725745
0.57467693
0.5762919
0.5247595
0.47876713
0.50768906
0.5162179
0.5602129
0.4681062
0.42646626
0.44029868
0.44717523
0.48599723
0.5366352
0.45384777
0.523655
0.48132852
0.49474016
0.54801834
0.48794386
0.5143218
0.5574032
0.46057838
0.47372755
0.49025175
0.5146699
0.42413297
0.56811976
0.5003019
0.4168787
0.57716304
0.5163427
0.561497
0.48486188
0.53290594
0.45919275
0.53607106
0.47730532
0.43671626
0.49565598
0.50360143
0.49254596
0.557298
0.49477595
0.481903
0.5353426
0.45592532
0.52297586
0.44998962
0.47502005
0.5454393
0.5317899
0.5396213
0.51804286
0.55119246
0.4742329
0.5597789
0.5573851
0.43988502
0.44480217
0.57874566
0.5471155
0.46198383
0.45222956
0.44664687
0.4848292
0.46028322
0.44788986
0.5483688
0.51155025
0.52417237
0.5367383
0.560806
0.52855873
0.53658986
0.503885
0.5765659
0.43403673
0.48386726
0.42482
0.51912117
0.6191009
0.5062076
0.5144083
0.5225987
0.53878695
0.4685269
0.52610314
0.52605796
0.60059536
0.47992477
0.53363824
0.45952743
0.46405274
0.518421
0.55381435
0.5499721
0.49631307
0.45343632
0.4872279
0.50609994
0.55880606
0.42797443
0.5709175
0.46544942
0.48352557
0.5422445
0.45043707
0.50517905
0.4787219
0.44165587
0.4701832
0.56615883
0.4769788
0.55433077
0.4849599
0.5348612
0.5147721
0.47771278
0.48114496
0.5839255
0.43650854
0.50928044
0.4201
0.45646283
0.5108944
0.55285525
0.4842514
0.4496575
0.4946478
0.53821164
0.5017048
0.4114512
0.5004975
0.5175813
0.5203644
0.4977318
0.49147236
0.6203602
0.54927695
