similarity
0.78766227
0.4341304
0.5649891
0.57110673
0.51714903
0.61247474
0.37469494
0.5285146
0.5330828
0.48594847
0.36042666
0.5132583
0.69038624
0.67161447
0.49965093
0.48399028
0.46914306
0.5929174
0.3925423
0.49345723
0.5558285
0.59267145
0.45450926
0.64937186
0.5586353
0.59034115
0.6356805
0.5875952
0.40630227
0.47009718
0.31397763
0.33945394
0.47699252
0.72651535
0.54600644
0.64065146
0.39679962
0.31816092
0.4325587
0.46881828
0.5553373
0.41350427
0.66432863
0.7318745
0.69273764
0.6523263
0.7078695
0.4510962
0.54529613
0.5063886
0.49741107
0.6528523
0.5466443
0.3570291
0.43135148
0.53238034
0.4582314
0.5630263
0.594767
0.5855981
0.7446855
0.49296844
0.5730905
0.3260995
0.34225395
0.62212646
0.6070511
0.4932041
0.48130372
0.49105522
0.55110425
0.4913778
0.50795835
0.54809797
0.5463232
0.3956425
0.58924896
0.5042502
0.28767553
0.55801845
0.38288355
0.48013407
0.40558615
0.35787857
0.6673958
0.613985
0.7166105
0.5395095
0.73339075
0.68932855
0.20466673
0.3359112
0.54584295
0.635336
0.45926443
0.6021511
0.22323874
0.55297637
0.50858897
0.42214084
0.7970133
0.368397
0.43783125
0.5376607
0.5831174
0.71076167
0.48927987
0.57531583
0.5239804
0.42211616
0.43231943
0.38061807
0.5351253
0.31448194
0.7583071
0.4467967
0.6194704
0.47863516
0.30009255
0.5851596
0.48522663
0.5931792
0.3039564
0.35221878
0.5079977
0.47631368
0.74816793
0.6015134
0.46925053
0.3216231
0.56144077
0.35813987
0.6789252
0.52710855
0.33247867
0.4919542
0.608627
0.4293692
0.46729633
0.44818985
0.513469
0.4589836
0.3695505
0.6562369
0.52097946
0.37552705
0.24031574
0.49455133
0.3797652
0.57831496
0.5329686
0.3287833
0.68604994
0.49004647
0.3735052
0.54921216
0.58678174
0.31648344
0.38746092
0.41443732
0.68069726
0.44617605
0.3219356
0.54576343
0.6399135
0.48870742
0.56106144
0.4840979
0.53377795
0.5417003
0.45323586
0.7861196
0.5440548
0.3163192
0.4714619
0.6144945
0.3603095
0.43558696
0.6179644
0.7930892
0.46401224
0.34537384
0.46157184
0.42694455
0.46172392
0.72252345
0.48227146
0.4743791
0.63986564
0.29485655
0.611076
0.60407436
0.35548523
0.4771128
0.19037722
0.47246498
0.52406996
0.4359253
0.5450513
0.5728167
0.45169482
0.67627907
0.40993792
0.50122947
0.51064503
0.65895355
0.6453105
0.45671988
0.5751749
0.6124502
0.50214005
0.5514917
0.29148647
0.45044744
0.64261
0.6204281
0.5231122
0.66952187
0.46548223
0.5057974
0.42214277
0.6475585
0.71225846
0.6448488
0.4821523
0.36299816
0.4899881
0.56140614
0.6346839
0.44972613
0.4943129
0.58114696
0.5085
0.35954025
0.59426314
0.3471076
0.7157196
0.7470017
0.43219417
0.5100954
0.3487868
0.60781676
0.5612124
0.47754455
0.4590081
0.5780097
0.45459765
0.6582061
0.41574165
0.6680085
0.43572673
0.5316045
0.6628742
0.55691856
0.5239335
0.4555847
0.4505122
0.61668247
0.35522777
0.4020908
0.58583134
0.5417327
0.6529507
0.563789
0.53437
0.42754722
0.41177866
0.6446774
0.48390666
0.48583663
0.49600887
0.70365983
0.4658456
0.7382427
0.42927635
0.5759356
0.40145752
0.6108694
0.41091746
0.61699176
0.54153615
0.5604266
0.39720148
0.5910513
0.73834944
0.37109417
0.46906435
0.583638
0.60246795
0.6519882
0.45096773
0.36038083
0.5130062
0.6123522
0.556933
0.38682124
0.5033397
0.340267
0.48409984
0.52324414
0.6333423
0.41977134
0.40552625
0.49894086
0.56195194
0.5636129
0.45480952
0.3517725
0.5472249
0.32265326
0.49206236
0.2724838
0.54212576
0.49199238
0.41263142
0.5870938
0.740901
0.6711867
0.42250723
0.29586852
0.5287854
0.6343745
0.61458546
0.5041174
0.45382926
0.52814955
0.4797909
0.39807785
0.74381
0.51817447
0.49140456
0.4197884
0.38294342
0.35671854
0.5682782
0.5958722
0.5578224
0.6406676
